Familia;Formato;Color;Modelo;;Imagen;Desc._Familia;Desc._Articulo;Estado;Tarifa;Tarifa_Cial.;PV_Calidad_100;Grupo_Tarifa;Desc._Caja;Desc._Marca;Desc._Envase;EAN13;;Cod._SASO;UM;Pz/Caja;M2/Caja;Cj/Pallet;M2/Pallet;Kg/Caja;Kg/Pallet;Largo_PL_cm;Ancho_PL_cm;Alto_PL_cm;Remontable;Espesor_(mm);Fecha_de_alta;Desc._Marca_web;Desc._Serie_promo;Desc._Familia_web;Id._Articulo;Moodboard;Coleccion_web;Serie_web;Efecto_web;Gama_web;Tipo_de_uso;Tipo_complementario;Tipo_clasificacion;Acabado_pieza_web;Variacion_cromatica;Relieve_web;Relieve;Texturizado;Graficas;UNE-EN_ISO_10545-7;UNE_41901:2017_EX;Deslizamiento_DIN_51130;DIN_51097;Grupo_B(X)_UNE-EN_14411;Tipo_baldosa;PTV_(DRY);PTV_(WET);UPEC;DCOF_ANSI_A326.3;Resistencia_flexion;Marca_web;Ref._Catalogo;Formato;Catalogo_web;URL_imagen_PIM;Estado_PIM;Ancho;Alto;Espesor_mm;area;Medida;Nombre;Color_ok;Imagen_web;Num_Pagina
4;450;285;16061;0044500041017;SI;PUL.COMP.;30x60 (C) CROWN TAUPE;A;SI;;0.0000;POL04;PAMESA;PAMESA;F/48/06;8429991190156;;8429991773199;M2;6;1.08;48;51.84;23.60;1,152.80;120.00;80.00;74.00;;9.50;29/10/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO PULIDO RECTF.;0044500041017;;POLISHED;CROWN;MARMOL;;POLIVALENTE;BASE;BASE;PULIDO;VARIACION MODERADA;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;004.450.0285.16061;30X60 (C);CATLOGO PAMESA;;;30;60;9.5;1800;30x60;CROWN;TAUPE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0044500041017.jpg;???
17;450;285;16061;0174500041012;SI;REC.GLASS;30x60 (C) CROWN TAUPE;A;SI;;0.0000;POL03;PAMESA;PAMESA;F/48/06;8429991190118;;8429991773199;M2;6;1.08;48;51.84;23.60;1,152.80;120.00;80.00;74.00;;9.50;29/10/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO;0174500041012;;POLISHED;CROWN;MARMOL;;POLIVALENTE;BASE;BASE;SATEN RECTIFICADO;VARIACION MODERADA;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;017.450.0285.16061;30X60 (C);CATLOGO PAMESA;;;30;60;9.5;1800;30x60;CROWN;TAUPE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0174500041012.jpg;???
4;450;108;16061;0044500041015;SI;PUL.COMP.;30x60 (C) CROWN WHITE;A;SI;;0.0000;POL04;PAMESA;PAMESA;F/48/06;8429991190132;;8429991773199;M2;6;1.08;48;51.84;23.60;1,152.80;120.00;80.00;74.00;;9.50;29/10/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO PULIDO RECTF.;0044500041015;;POLISHED;CROWN;MARMOL;;POLIVALENTE;BASE;BASE;PULIDO;VARIACION MODERADA;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;004.450.0108.16061;30X60 (C);CATLOGO PAMESA;;;30;60;9.5;1800;30x60;CROWN;WHITE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0044500041015.jpg;???
17;450;108;16061;0174500041010;SI;REC.GLASS;30x60 (C) CROWN WHITE;A;SI;;0.0000;POL03;PAMESA;PAMESA;F/48/06;8429991190095;;8429991773199;M2;6;1.08;48;51.84;23.60;1,152.80;120.00;80.00;74.00;;9.50;29/10/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO;0174500041010;;POLISHED;CROWN;MARMOL;;POLIVALENTE;BASE;BASE;SATEN RECTIFICADO;VARIACION MODERADA;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;017.450.0108.16061;30X60 (C);CATLOGO PAMESA;;;30;60;9.5;1800;30x60;CROWN;WHITE;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0174500041010.jpg;???
4;120;150;16104;0041200041483;SI;PUL.COMP.;120x120 NAMIBIA BIANCO;A;SI;;0.0000;POL19;PAMESA;PAMESA;23/36/01;8429991191993;;8429991773199;M2;1;1.44;36;51.84;34.36;1,276.96;126.00;126.00;71.00;;;06/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO PULIDO RECTF.;0041200041483;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;PULIDO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;004.120.0150.16104;120X120;CATLOGO PAMESA;;;120;120;10.2;14400;120x120;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0041200041483.jpg;???
17;120;150;16104;0171200041484;SI;REC.GLASS;120x120 NAMIBIA BIANCO;A;SI;;0.0000;POL18;PAMESA;PAMESA;23/36/01;8429991192006;;8429991773199;M2;1;1.44;36;51.84;34.36;1,276.96;126.00;126.00;71.00;;;06/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO;0171200041484;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;SATEN RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;017.120.0150.16104;120X120;CATLOGO PAMESA;;;120;120;10.2;14400;120x120;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0171200041484.jpg;???
4;869;150;16104;0048690041486;SI;PUL.COMP.;60x120 NAMIBIA BIANCO;A;SI;;0.0000;POL13;PAMESA;PAMESA;L/32/02;8429991192013;;8429991773199;M2;2;1.44;32;46.08;34.25;1,121.00;122.00;84.00;75.00;;10.50;06/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO PULIDO RECTF.;0048690041486;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;PULIDO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;004.869.0150.16104;60X120 RF;CATLOGO PAMESA;;;60;120;10.5;7200;60x120;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0048690041486.jpg;???
17;869;150;16104;0178690041487;SI;REC.GLASS;60x120 NAMIBIA BIANCO;A;SI;;0.0000;POL12;PAMESA;PAMESA;L/32/02;8429991192020;;8429991773199;M2;2;1.44;32;46.08;34.25;1,121.00;122.00;84.00;75.00;;10.50;06/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO;0178690041487;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;SATEN RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;017.869.0150.16104;60X120 RF;CATLOGO PAMESA;;;60;120;10.5;7200;60x120;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0178690041487.jpg;???
17;869;150;16105;0178690041492;SI;REC.GLASS;60x120 RLV.NAMIBIA BIANCO;A;SI;;0.0000;;PAMESA;PAMESA;F/30/02;8429991192051;;8429991773199;M2;2;1.44;30;43.20;33.20;1,016.00;120.00;80.00;75.00;;;06/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO;0178690041492;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;DECORADO;RLV DECORADO;SATEN RECTIFICADO;VARIACION LEVE;;SI;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;017.869.0150.16105;60X120;CATLOGO PAMESA;;;60;120;10.5;7200;60x120;RLV.NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0178690041492.jpg;???
4;840;150;16104;0048400041489;SI;PUL.COMP.;60x60 NAMIBIA BIANCO;A;SI;;0.0000;POL04;PAMESA;PAMESA;F/30/04;8429991192037;;8429991773199;M2;4;1.44;30;43.20;30.00;920.00;120.00;80.00;73.50;;;06/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO PULIDO RECTF.;0048400041489;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;PULIDO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;004.840.0150.16104;60X60;CATLOGO PAMESA;;;60;60;9;3600;60x60;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0048400041489.jpg;???
17;840;150;16104;0178400041490;SI;REC.GLASS;60x60 NAMIBIA BIANCO;A;SI;;0.0000;POL03;PAMESA;PAMESA;F/30/04;8429991192044;;8429991773199;M2;4;1.44;30;43.20;30.00;920.00;120.00;80.00;73.50;;;06/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO;0178400041490;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;SATEN RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;017.840.0150.16104;60X60;CATLOGO PAMESA;;;60;60;9;3600;60x60;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0178400041490.jpg;???
4;450;150;16104;0044500041681;SI;PUL.COMP.;30x60 (C) NAMIBIA BIANCO;A;SI;;0.0000;POL04;PAMESA;PAMESA;F/48/06;8429991192785;;8429991773199;M2;6;1.08;48;51.84;23.60;1,152.80;120.00;80.00;74.00;;9.50;07/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO PULIDO RECTF.;0044500041681;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;PULIDO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;004.450.0150.16104;30X60 (C);CATLOGO PAMESA;;;30;60;9.5;1800;30x60;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0044500041681.jpg;???
17;450;150;16104;0174500041682;SI;REC.GLASS;30x60 (C) NAMIBIA BIANCO;A;SI;;0.0000;POL03;PAMESA;PAMESA;F/48/06;8429991192778;;8429991773199;M2;6;1.08;48;51.84;23.60;1,152.80;120.00;80.00;74.00;;9.50;07/11/2025;PAMESA;PAMESA;GRES PORCELNICO ESMALTADO;0174500041682;;POLISHED;NAMIBIA;MARMOL;;POLIVALENTE;BASE;BASE;SATEN RECTIFICADO;VARIACION LEVE;;NO;;;;CLASE 0;;;GRUPO BIa;GL Esmaltado;;;NO;;1600-2400 N - 35-45 N/mm2;1;017.450.0150.16104;30X60 (C);CATLOGO PAMESA;;;30;60;9.5;1800;30x60;NAMIBIA;BIANCO;https://www.pamesa.com/ERP/4.0/empresas/151/045/imagenes/t00010602/0174500041682.jpg;???
